member_path,file_name,cell_id,cell_family,chemistry_type,temperature_deg_c,voltage_v,ambient_temperature_from_file_deg_c,direction,segment_index,segment_capacity_ah,cumulative_capacity_ah,soc_fraction_by_capacity,ocv_voltage_v,ocv_temperature_mean_deg_c
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,55,0.0180847934983818,1.0127451587040122,0.5625180723889692,3.31774409051705,45.28805988950276
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,56,0.0180851330911068,1.0308302917951189,0.5725632590954904,3.31850700953757,45.292357651933706
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,57,0.0180826777742843,1.0489129695694033,0.5826070820234993,3.31984211782349,45.293150110497244
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,58,0.0180832310721073,1.0669962006415106,0.5926512122746508,3.32155868561968,45.28527245856353
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,59,0.0180822955809035,1.085078496222414,0.6026948229175827,3.32422890219153,45.2814597237569
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,60,0.0180836304570182,1.1031621266794323,0.6127391750026557,3.32804349729416,45.27905303867403
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,61,0.018082915731872,1.1212450424113043,0.6227831301015689,3.33338393043785,45.278925552486186
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,62,0.018083173069354,1.1393282154806583,0.632827228135734,3.33891509333667,45.276010580110494
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,63,0.0180830161983317,1.15741123167899,0.6428712390376286,3.34234822892904,45.27401533149171
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,64,0.018083393672283,1.175494625351273,0.6529154596032453,3.34368333721497,45.271723950276254
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,65,0.0180851656400624,1.1935797909913355,0.6629606643887231,3.34444625623549,45.26369720994475
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,66,0.0180855220056858,1.2116653129970212,0.6730060671135364,3.34444625623549,45.25848215469613
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,67,0.0180853187254901,1.2297506317225113,0.6830513569286182,3.34444625623549,45.25745845303868
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,68,0.0180860148773665,1.2478366465998778,0.693097033413543,3.34444625623549,45.25597966850829
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,69,0.0180855130740659,1.2659221596739436,0.703142431177387,3.34444625623549,45.256381077348074
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,70,0.0180843897119126,1.2840065493858561,0.7131872049821749,3.34444625623549,45.25467019337017
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,71,0.0180852344393396,1.3020917838251957,0.7232324479814487,3.34444625623549,45.25657005524862
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,72,0.0180851695020514,1.3201769533272472,0.7332776549120257,3.34463698599062,45.25683447513813
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,73,0.0180844272019621,1.3382613805292092,0.7433224495402461,3.34463698599062,45.25473317679558
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,74,0.0180845215214626,1.3563459020506718,0.7533672965571876,3.34463698599062,45.25563082872929
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,75,0.0180849326891821,1.374430834739854,0.7634123719526813,3.34463698599062,45.257129917127074
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,76,0.01808391439858,1.392514749138434,0.7734568817499475,3.34482771574576,45.25653814917127
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,77,0.0180842001643704,1.4105989493028044,0.7835015502726543,3.34482771574576,45.25063616022099
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,78,0.0180852814492684,1.4286842307520728,0.793546819383072,3.34482771574576,45.24982281767956
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,79,0.0180855708301695,1.4467698015822423,0.8035922492269034,3.34501844550089,45.25538754143646
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,80,0.0180846916072393,1.4648544931894816,0.8136371907161043,3.34501844550089,45.2608152762431
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,81,0.0180844435231617,1.4829389367126433,0.8236819944097542,3.34520917525602,45.260140303867416
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,82,0.018083224713393,1.5010221614260364,0.8337261211290282,3.34520917525602,45.255799171270716
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,83,0.0180846571063634,1.5191068185323997,0.8437710434551,3.34539990501115,45.25095267955801
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,84,0.0180843135802247,1.5371911321126244,0.8538157749733859,3.34559063476628,45.24689806629835
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,85,0.0180845107907542,1.5552756429033785,0.8638606160300744,3.34559063476628,45.24647632596685
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,86,0.0180838299382438,1.5733594728416223,0.873905078914783,3.34578136452141,45.249189861878456
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,87,0.0180835338857937,1.591443006727416,0.8839493773604399,3.34597209427655,45.252769226519334
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,88,0.0180834594825506,1.6095264662099664,0.8939936344796401,3.34616282403168,45.25848212707182
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,89,0.0180841609260281,1.6276106271359945,0.9040382812078446,3.34635355378681,45.2631279558011
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,90,0.018084115056349,1.6456947421923436,0.9140829024582444,3.34654428354194,45.26588439226519
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,91,0.0180843795665426,1.6637791217588862,0.9241276706278991,3.34692574305221,45.26504019337017
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,92,0.0180846385446405,1.6818637603035267,0.9341725826440677,3.34730720256247,45.26410082872928
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,93,0.0180843084418453,1.699948068745372,0.9442173113082978,3.34768866207273,45.2648082320442
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,94,0.0180841356895547,1.7180322044349268,0.9542619440191829,3.34826085133813,45.261914060773485
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,95,0.0180839144447917,1.7361161188797185,0.9643064538421169,3.34902377035865,45.217182596685085
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,96,0.0180839300837891,1.7542000489635077,0.9743509723515585,3.35093106790997,45.14517560773481
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,97,0.0180838370908532,1.7722838860543608,0.9843954392091049,3.35741587958445,45.08787886740332
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,98,0.0162315636736714,1.7885154497280322,0.9934110813290401,3.39136577599791,45.05566149171271
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,99,0.0080916066234392,1.7966070563514713,0.9979054745347025,3.47948292286878,45.00791430939226
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,100,0.0019687562497265,1.798575812601198,0.998998998370469,3.5252580641004,44.98423447513812
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,101,0.0007975204753738,1.7993733330765718,0.9994419722782111,3.54700125618543,44.989456491712694
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,102,0.0004691129504127,1.7998424460269844,0.9997025358665244,3.56035233904465,45.00702080110498
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,103,0.0003146051406189,1.8001570511676033,0.9998772798045661,3.57007955655637,45.013386160221
raw_CU_diffT/TC23LFP09/TC23LFP09_45deg.parquet,TC23LFP09_45deg.parquet,TC23LFP09,LFP,lithium-ion,45.0,,45.0,charge,104,0.0002209427392671,1.8003779939068705,1.0,3.57656436823085,45.00978790055249
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,0,0.0150426868238067,0.0150426868238067,0.010016886237676945,2.66111789149115,5.921226795580109
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,1,0.0150412343746039,0.0300839211984106,0.020032805293187506,2.64585809424943,5.960889226519338
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,2,0.015043426321318,0.0451273475197286,0.030050183960344003,2.63422249885261,5.959484364640884
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,3,0.0150410187657484,0.060168366285477,0.04006595944247551,2.62544811543862,5.961907651933702
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,4,0.0150431739726704,0.0752115402581474,0.050083170071320446,2.61915344907641,5.970892458563536
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,5,0.0150428625894418,0.0902544028475892,0.06010017335087907,2.61457550990389,5.992924254143646
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,6,0.0150436128802852,0.10529801572787441,0.07011767624716916,2.60980682326585,6.27806511049724
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,7,0.0150433401699416,0.12034135589781601,0.08013499754634701,2.60351215690364,6.419191298342541
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,8,0.0150430251432415,0.13538438104105752,0.0901521090700603,2.59588225828278,6.172036160220993
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,9,0.0150432260680914,0.15042760710914893,0.1001693543891113,2.58768011726535,5.877435718232045
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,10,0.0150431788785668,0.16547078598771572,0.11018656828477995,2.58005021864449,5.772143480662983
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,11,0.0150410810608181,0.18051186704853384,0.12020238524903722,2.57299256242019,5.769048674033148
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,12,0.0150428698919631,0.19555473694049694,0.13021939339132588,2.56669789605798,5.797498950276243
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,13,0.0150432276514385,0.21059796459193544,0.14023663976472361,2.56040322969577,5.822700027624309
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,14,0.0150426812932193,0.22564064588515476,0.15025352231959674,2.55391781586804,5.848783342541437
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,15,0.0150407550185229,0.24068140090367765,0.16026912217313313,2.54705090710926,5.867124198895028
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,16,0.015043920927995,0.2557253218316726,0.1702868301975962,2.53999325088497,5.876725801104973
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,17,0.0150414827363117,0.2707668045679843,0.1803029146365254,2.53293559466067,5.889881933701657
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,18,0.0150412941236491,0.28580809869163337,0.19031887347877055,2.52606868590189,5.886856740331492
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,19,0.015043258962339,0.30085135765397236,0.2003361407020159,2.51958327207416,5.885955165745856
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,20,0.0150413026240338,0.31589266027800617,0.21035210520464528,2.51367010064299,5.875661602209947
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,21,0.015043042462706,0.33093570274071216,0.22036922826134517,2.50813842414287,5.865494475138121
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,22,0.0150438702277203,0.34597957296843246,0.23038690252462649,2.50317899003931,5.862547928176795
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,23,0.0150426123866658,0.3610221853550983,0.2404037391948039,2.49821955593575,5.859892099447513
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,24,0.015042998355938,0.37606518371103625,0.25042083288092104,2.49402311169427,5.856275441988951
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,25,0.0150408902655321,0.3911060739765684,0.260436522795091,2.49001741491832,5.855742154696133
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,26,0.0150427326205475,0.4061488065971159,0.27045343952869916,2.48639321307341,5.852427320441988
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,27,0.0150415756987635,0.4211903822958794,0.28046958587108456,2.48315050615954,5.84762859116022
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,28,0.0150428859479304,0.4362332682438098,0.2904866047050003,2.47990779924568,5.846398314917127
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,29,0.0150437235715349,0.4512769918153447,0.3005041813103072,2.47628359740077,5.859882403314917
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,30,0.0150441666971735,0.4663211585125182,0.3105220529918304,2.47208715315929,5.883375883977901
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,31,0.0150408662392236,0.48136202475174183,0.32053772690694365,2.4676999614523,5.901939668508287
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,32,0.0150434288327233,0.49640545358446514,0.33055510724643844,2.4633127697453,5.918532430939227
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,33,0.0150412186630612,0.5114466722475264,0.3405710158396734,2.45892557803831,5.929717983425414
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,34,0.0150409893939145,0.5264876616414409,0.3505867717631767,2.45453838633131,5.934863867403315
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,35,0.0150432963444034,0.5415309579858443,0.36060406387904204,2.45015119462431,5.939196602209944
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,36,0.0150408754038807,0.5565718333897249,0.37061974389687674,2.44614549784836,5.945312817679557
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,37,0.01504296153004,0.571614794919765,0.3806368130607237,2.44194905360689,5.9488027348066295
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,38,0.0150415861813219,0.5866563811010869,0.3906529663834176,2.43794335683094,5.952417348066299
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,39,0.0150412737975105,0.6016976548985974,0.4006689116905397,2.4341284075205,5.951273867403315
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,40,0.015041139317719,0.6167387942163164,0.41068476744791654,2.43031345821007,5.946136933701658
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,41,0.0150414662345442,0.6317802604508606,0.42070084089836146,2.42649850889964,5.9484541160221
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,42,0.015043670247696,0.6468239306985566,0.43071838199546203,2.42268355958921,5.956275276243095
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,43,0.0150413762613035,0.6618653069598601,0.4407343955329588,2.4190593577443,5.960065580110498
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,44,0.0150432892314164,0.6769085961912765,0.45075168291230444,2.41543515589939,5.958504696132598
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,45,0.0150407361893118,0.6919493323805883,0.4607672702275179,2.41181095405448,5.962605524861879
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,46,0.0150432367477361,0.7069925691283244,0.4707845226581167,2.4083774996751,5.972898895027625
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,47,0.0150411986736937,0.7220337678020181,0.4808004179404835,2.40475329783019,5.977803508287292
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,48,0.0150413055001053,0.7370750733021234,0.49081638435828145,2.40151059091632,5.976145966850829
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,49,0.0150409256043308,0.7521159989064542,0.500832097804466,2.39807713653693,5.976387679558011
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,50,0.0150413293469774,0.7671573282534316,0.5108480801018344,2.39483442962307,5.981156906077349
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,51,0.0150415859829049,0.7821989142363366,0.520864233292403,2.39178247017472,5.982398066298343
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,52,0.0150414959323865,0.797240410168723,0.5308803265185642,2.38873051072638,5.983658425414365
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,53,0.0150411860547463,0.8122815962234693,0.5408962133980065,2.38567855127803,5.984724226519337
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,54,0.0150413241781771,0.8273229204016463,0.5509121922534842,2.38262659182969,5.99509549723757
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,55,0.0150429495475119,0.8423658699491583,0.5609292534381967,2.37976537984686,5.998584834254143
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,56,0.0150414676209373,0.8574073375700956,0.5709453278118372,2.37690416786404,5.99761546961326
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,57,0.0150419150926704,0.872449252662766,0.5809617001557471,2.37423370334674,6.002190414364641
raw_CU_diffT/TC23LTO09/TC23LTO09_05deg.parquet,TC23LTO09_05deg.parquet,TC23LTO09,LTO,lithium-ion,5.0,,5.0,discharge,58,0.0150417027274694,0.8874909553902354,0.5909779310862191,2.37175398629496,5.998778563535912
