cell_id,cell_family,chemistry_type,temperature_deg_c,smoothing_window_segments,capacity_window,window_lower_fraction,window_upper_fraction,usable_energy_wh,capacity_ah,mean_ocv_v,n_segments,energy_retention_vs_25c
TC23SIB09,SIB,sodium-ion,25.0,5,central,0.2,0.8,3.00237072025655,0.9562753506127278,3.1396560781321594,54,1.0
TC23SIB09,SIB,sodium-ion,35.0,5,central,0.2,0.8,2.934775985183356,0.9421281090807039,3.115049877610517,57,0.9774862129392808
TC23SIB09,SIB,sodium-ion,45.0,5,central,0.2,0.8,3.0369975302202796,0.97538130382451,3.113654738642672,59,1.011533156025706
TC23SIB09,SIB,sodium-ion,5.0,11,central,0.2,0.8,2.4280580457738683,0.7679483917504507,3.1617514298125537,53,0.8086654135838085
TC23SIB09,SIB,sodium-ion,15.0,11,central,0.2,0.8,2.6284057111808625,0.8409650089786598,3.125466237372485,54,0.8753912597755376
TC23SIB09,SIB,sodium-ion,25.0,11,central,0.2,0.8,3.0025496391805673,0.9562753506127278,3.1398431491892,54,1.0
TC23SIB09,SIB,sodium-ion,35.0,11,central,0.2,0.8,2.9347783045649356,0.9421281090807039,3.1150523120227698,57,0.977428737986118
TC23SIB09,SIB,sodium-ion,45.0,11,central,0.2,0.8,3.03668825870203,0.97538130382451,3.1133376451000347,59,1.0113698768126875
TC23SIB09,SIB,sodium-ion,5.0,1,early_discharge,0.0,0.5,2.2740582956215167,0.637544231992158,3.5668990055604897,44,0.8185492251349388
TC23SIB09,SIB,sodium-ion,15.0,1,early_discharge,0.0,0.5,2.4271220513910037,0.6852193863640588,3.542108396620207,44,0.8736446547123562
TC23SIB09,SIB,sodium-ion,25.0,1,early_discharge,0.0,0.5,2.7781570439415364,0.7791657816021874,3.5655590898420098,44,1.0
TC23SIB09,SIB,sodium-ion,35.0,1,early_discharge,0.0,0.5,2.7579864624545833,0.7768419874126961,3.5502542685957126,47,0.9927395819718183
TC23SIB09,SIB,sodium-ion,45.0,1,early_discharge,0.0,0.5,2.8773203919009647,0.8100372058511759,3.5520883395116996,49,1.035693931765189
TC23SIB09,SIB,sodium-ion,5.0,5,early_discharge,0.0,0.5,2.2735766684051506,0.637544231992158,3.566143550382212,44,0.8185374790962563
TC23SIB09,SIB,sodium-ion,15.0,5,early_discharge,0.0,0.5,2.426640302525363,0.6852193863640588,3.541405410633495,44,0.8736437453397239
TC23SIB09,SIB,sodium-ion,25.0,5,early_discharge,0.0,0.5,2.7776085108716058,0.7791657816021874,3.5648550920527047,44,1.0
TC23SIB09,SIB,sodium-ion,35.0,5,early_discharge,0.0,0.5,2.757449318512372,0.7768419874126961,3.5495627983986866,47,0.9927422484917041
TC23SIB09,SIB,sodium-ion,45.0,5,early_discharge,0.0,0.5,2.8767960363337766,0.8100372058511759,3.5514409923430397,49,1.0357096851748362
TC23SIB09,SIB,sodium-ion,5.0,11,early_discharge,0.0,0.5,2.271735611958841,0.637544231992158,3.563255807435017,44,0.8184301700860679
TC23SIB09,SIB,sodium-ion,15.0,11,early_discharge,0.0,0.5,2.4248206809774646,0.6852193863640588,3.5387500626917903,44,0.8735815875375541
TC23SIB09,SIB,sodium-ion,25.0,11,early_discharge,0.0,0.5,2.7757232015529687,0.7791657816021874,3.5624354808182486,44,1.0
TC23SIB09,SIB,sodium-ion,35.0,11,early_discharge,0.0,0.5,2.755608289083466,0.7768419874126961,3.5471928913658046,47,0.9927532714867792
TC23SIB09,SIB,sodium-ion,45.0,11,early_discharge,0.0,0.5,2.8750704261744446,0.8100372058511759,3.549310653433513,49,1.0357914739358351
TC23SIB09,SIB,sodium-ion,5.0,1,full,0.0,1.0,4.050916400209081,1.284048916956514,3.0132906803833617,105,0.8253307067316199
TC23SIB09,SIB,sodium-ion,15.0,1,full,0.0,1.0,4.361815698475822,1.4003379576190595,2.970486722755436,105,0.8886730994671527
TC23SIB09,SIB,sodium-ion,25.0,1,full,0.0,1.0,4.908234198932275,1.5734512410293595,2.9492282960153644,105,1.0
TC23SIB09,SIB,sodium-ion,35.0,1,full,0.0,1.0,4.833616481923758,1.5635489686880535,2.974862335336861,105,0.9847974416084813
TC23SIB09,SIB,sodium-ion,45.0,1,full,0.0,1.0,5.009527817626753,1.6249944583215998,3.003694496810893,105,1.0206374868412988
TC23SIB09,SIB,sodium-ion,5.0,5,full,0.0,1.0,4.050530465143396,1.284048916956514,3.0131648148941017,105,0.8253362519203374
TC23SIB09,SIB,sodium-ion,15.0,5,full,0.0,1.0,4.361365705407577,1.4003379576190595,2.9703837529134027,105,0.888672053088127
TC23SIB09,SIB,sodium-ion,25.0,5,full,0.0,1.0,4.907733612474784,1.5734512410293595,2.94913710713467,105,1.0
TC23SIB09,SIB,sodium-ion,35.0,5,full,0.0,1.0,4.833104765512007,1.5635489686880535,2.974743738307038,105,0.9847936231149383
TC23SIB09,SIB,sodium-ion,45.0,5,full,0.0,1.0,5.008998486943148,1.6249944583215998,3.0035776260401867,105,1.0206337349303072
TC23SIB09,SIB,sodium-ion,5.0,11,full,0.0,1.0,4.048862724723743,1.284048916956514,3.0127192321095837,105,0.8253243187762321
TC23SIB09,SIB,sodium-ion,15.0,11,full,0.0,1.0,4.359496257575379,1.4003379576190595,2.9700409264009244,105,0.8886441758127098
TC23SIB09,SIB,sodium-ion,25.0,11,full,0.0,1.0,4.905783862914985,1.5734512410293595,2.948936339017181,105,1.0
TC23SIB09,SIB,sodium-ion,35.0,11,full,0.0,1.0,4.831188983430946,1.5635489686880535,2.974456843271677,105,0.9847945034741673
TC23SIB09,SIB,sodium-ion,45.0,11,full,0.0,1.0,5.00713053171439,1.6249944583215998,3.003374252801427,105,1.0206586086202307
TC23SIB09,SIB,sodium-ion,5.0,1,late_discharge,0.5,1.0,1.7768581045875635,0.6465046849643559,2.6139666425506802,61,0.834901023921079
TC23SIB09,SIB,sodium-ion,15.0,1,late_discharge,0.5,1.0,1.9346936470848184,0.7151185712550006,2.5581694498037972,61,0.9090639836430003
TC23SIB09,SIB,sodium-ion,25.0,1,late_discharge,0.5,1.0,2.128226045576781,0.79335819374869,2.51313435812183,60,1.0
TC23SIB09,SIB,sodium-ion,35.0,1,late_discharge,0.5,1.0,2.0734253342530318,0.78554636134773,2.5192810360466087,57,0.9742505212556509
TC23SIB09,SIB,sodium-ion,45.0,1,late_discharge,0.5,1.0,2.132207425725789,0.814957252470424,2.5238498844476878,56,1.0018707505987359
TC23SIB09,SIB,sodium-ion,5.0,5,late_discharge,0.5,1.0,1.7769537967382452,0.6465046849643559,2.6142949073289077,61,0.8349277093746922
TC23SIB09,SIB,sodium-ion,15.0,5,late_discharge,0.5,1.0,1.9347254028822143,0.7151185712550006,2.5584992784923526,61,0.909059004157904
TC23SIB09,SIB,sodium-ion,25.0,5,late_discharge,0.5,1.0,2.128272635805884,0.79335819374869,2.513466663001742,60,1.0
TC23SIB09,SIB,sodium-ion,35.0,5,late_discharge,0.5,1.0,2.0734486211690815,0.78554636134773,2.5196003700737415,57,0.9742401355378781
TC23SIB09,SIB,sodium-ion,45.0,5,late_discharge,0.5,1.0,2.1322024506093706,0.814957252470424,2.524197180525189,56,1.0018464809147907
TC23SIB09,SIB,sodium-ion,5.0,11,late_discharge,0.5,1.0,1.7771271127649024,0.6465046849643559,2.6156108826945177,61,0.8350352492087244
TC23SIB09,SIB,sodium-ion,15.0,11,late_discharge,0.5,1.0,1.9346755765979127,0.7151185712550006,2.559824500223907,61,0.9090640115939693
TC23SIB09,SIB,sodium-ion,25.0,11,late_discharge,0.5,1.0,2.1282061020165317,0.79335819374869,2.5148520709478577,60,1.0
TC23SIB09,SIB,sodium-ion,35.0,11,late_discharge,0.5,1.0,2.073370030173842,0.78554636134773,2.520967992929681,57,0.9742336647795854
TC23SIB09,SIB,sodium-ion,45.0,11,late_discharge,0.5,1.0,2.132060105539945,0.814957252470424,2.5256799022483514,56,1.0018109164896019
