cell_family,chemistry_type,temperature_deg_c,pulse_direction,abs_c_rate,nominal_soc_percent,pulse_count,complete_1s_count,complete_10s_count,median_r_fast_mohm,median_r_1s_mohm,median_r_10s_mohm,median_polarization_1s_mohm
LFP,lithium-ion,35.0,charge,3.0,80,2,2,2,49.37784751734465,56.138162263281046,70.9515165184838,6.76031474593635
LFP,lithium-ion,35.0,charge,3.0,90,2,2,1,49.2295020526994,55.6719336601118,67.34884094854999,6.44243160741235
LFP,lithium-ion,35.0,charge,3.0,100,2,1,0,49.5895702857322,56.6678540429229,,7.459642716196099
LFP,lithium-ion,35.0,discharge,1.0,0,1,1,1,56.5831991562551,73.1131225052731,128.5519423527407,16.5299233490179
LFP,lithium-ion,35.0,discharge,1.0,10,2,2,2,51.242762381953455,59.634877312992195,78.13567613824074,8.39211493103865
LFP,lithium-ion,35.0,discharge,1.0,20,2,2,2,51.30633901022155,58.9355344020718,76.4826838033408,7.6291953918502
LFP,lithium-ion,35.0,discharge,1.0,30,2,2,2,50.7977259840958,57.91830834982395,74.25750181404719,7.1205823657281
LFP,lithium-ion,35.0,discharge,1.0,40,2,2,2,50.7341493558277,57.28254206716865,72.79523936393863,6.5483927113409
LFP,lithium-ion,35.0,discharge,1.0,50,2,2,2,50.161959701444,57.09181218237405,72.1594730812867,6.92985248092995
LFP,lithium-ion,35.0,discharge,1.0,60,2,2,2,50.225536329708746,57.21896543890715,72.98596924874009,6.993429109198351
LFP,lithium-ion,35.0,discharge,1.0,70,2,2,2,49.271886905729204,56.138162758397755,72.223049709555,6.8662758526685
LFP,lithium-ion,35.0,discharge,1.0,80,2,2,2,49.01758039266305,55.565973104004044,70.57005737465195,6.5483927113409
LFP,lithium-ion,35.0,discharge,1.0,90,2,2,2,49.1447336491928,54.8666301930872,69.29852480934115,5.72189654389435
LFP,lithium-ion,35.0,discharge,1.0,100,2,2,2,48.9540037644016,57.72757846503294,82.84034662988721,8.773574700631299
LFP,lithium-ion,35.0,discharge,2.0,0,1,1,1,56.8375049173925,70.633633068481,125.43668590829579,13.7961281510884
LFP,lithium-ion,35.0,discharge,2.0,10,2,2,2,51.14739676291035,58.7765920538348,74.54359565508076,7.629195290924449
LFP,lithium-ion,35.0,discharge,2.0,20,2,2,2,50.7341486846506,58.0772491521664,72.54093189121299,7.34310046751575
LFP,lithium-ion,35.0,discharge,2.0,30,2,2,2,49.875864214421156,57.06002311337585,70.41111487249621,7.1841588989546
LFP,lithium-ion,35.0,discharge,2.0,40,2,2,2,50.06659409669595,56.5196217802687,68.98064075544765,6.4530276835727
LFP,lithium-ion,35.0,discharge,2.0,50,2,2,2,49.9712291555602,56.138162015724205,68.28129785377935,6.166932860164
LFP,lithium-ion,35.0,discharge,2.0,60,2,2,2,49.907652528133106,56.265315270571904,68.66275761832546,6.3576627424387
LFP,lithium-ion,35.0,discharge,2.0,70,2,2,2,48.7950615482085,55.3434541729185,68.50381604976424,6.54839262471
LFP,lithium-ion,35.0,discharge,2.0,80,2,2,2,48.79506154820845,54.5487463301146,67.00976530529196,5.753684781906051
LFP,lithium-ion,35.0,discharge,2.0,90,2,2,2,48.4136017836623,54.1672865655685,65.96075095278938,5.75368478190615
LFP,lithium-ion,35.0,discharge,2.0,100,2,2,2,48.826849861922,57.8865192698934,79.9476089861526,9.05966940797135
LFP,lithium-ion,35.0,discharge,3.0,0,1,1,1,53.7010577276449,67.5607624450413,121.6856643536469,13.859704717396399
LFP,lithium-ion,35.0,discharge,3.0,10,2,2,2,50.41626532520555,58.21499825487175,72.6468926165634,7.7987329296661
LFP,lithium-ion,35.0,discharge,3.0,20,2,2,2,50.03480556234055,57.17658001151906,68.91706382411445,7.14177444917845
LFP,lithium-ion,35.0,discharge,3.0,30,2,2,2,49.716922426622304,56.2017383953121,66.81903512836246,6.4848159686897
LFP,lithium-ion,35.0,discharge,3.0,40,2,2,2,49.20830940946815,55.629548751014454,65.46273374928924,6.4212393415463005
LFP,lithium-ion,35.0,discharge,3.0,50,2,2,2,49.48380812709305,55.332857824342994,64.91173631404175,5.8490496972499
LFP,lithium-ion,35.0,discharge,3.0,60,2,2,2,49.1871172004204,55.41762666053535,65.31438828595346,6.2305094601149
LFP,lithium-ion,35.0,discharge,3.0,70,2,2,2,48.4877743018371,54.7182837619509,65.29319607690564,6.2305094601137005
LFP,lithium-ion,35.0,discharge,3.0,80,2,2,2,48.4241976746937,54.103709699557754,64.19120120640845,5.67951202486405
LFP,lithium-ion,35.0,discharge,3.0,90,2,2,2,48.042737911828695,53.61628889145485,63.279936217344904,5.5735509796260505
LFP,lithium-ion,35.0,discharge,3.0,100,2,2,2,48.127506748021,66.2892299021616,92.779491212168,18.1617231541406
LFP,lithium-ion,45.0,charge,1.0,0,1,1,1,45.1394060684666,56.3288926431891,95.4920956547051,11.189486574722501
LFP,lithium-ion,45.0,charge,1.0,10,2,2,2,40.752618718154245,45.9023256076548,57.854731721562494,5.14970688950045
LFP,lithium-ion,45.0,charge,1.0,20,2,2,2,40.4983122050912,45.64801909459205,58.36334474768474,5.14970688950075
LFP,lithium-ion,45.0,charge,1.0,30,2,2,2,40.37115894856175,45.20298269673795,57.79115509329765,4.83182374817615
LFP,lithium-ion,45.0,charge,1.0,40,2,2,2,40.244005692031905,45.01225281193665,57.5368485802349,4.76824711990475
LFP,lithium-ion,45.0,charge,1.0,50,2,2,2,40.24400569203185,44.948676183675055,58.172614862886554,4.704670491643101
LFP,lithium-ion,45.0,charge,1.0,60,2,2,2,40.18042906376375,45.075829440205005,59.889183826054904,4.895400376441151
LFP,lithium-ion,45.0,charge,1.0,70,2,2,2,39.9261225507009,44.821522927142254,58.99911103033995,4.895400376441299
LFP,lithium-ion,45.0,charge,1.0,80,2,2,2,39.9261225507041,44.440063157549446,58.871957773810045,4.51394060684525
LFP,lithium-ion,45.0,charge,1.0,90,2,2,2,39.98969917897245,44.24933327275825,58.8083811455453,4.259634093785801
LFP,lithium-ion,45.0,charge,1.0,100,2,2,2,39.862545922439296,46.029478864187745,82.52246348855945,6.16693294174845
LFP,lithium-ion,45.0,charge,2.0,0,1,1,1,45.3301353535804,55.7567022511781,89.3887381586717,10.426566897597699
LFP,lithium-ion,45.0,charge,2.0,10,2,2,2,40.720829865314194,45.64801849070435,55.5659723689051,4.9271886253901505
LFP,lithium-ion,45.0,charge,2.0,20,2,2,2,40.5300999830395,45.4890769221416,56.3606802117092,4.9589769391021
LFP,lithium-ion,45.0,charge,2.0,30,2,2,2,40.3711584144782,45.1711937850192,55.883855506025704,4.800035370541
LFP,lithium-ion,45.0,charge,2.0,40,2,2,2,40.244005159630696,44.88509896160885,55.6931256237527,4.641093801978099
LFP,lithium-ion,45.0,charge,2.0,50,2,2,2,40.275793473339306,44.948675589032696,56.48783346655685,4.6728821156933
LFP,lithium-ion,45.0,charge,2.0,60,2,2,2,40.244005159629104,44.98046390274615,58.29976734815305,4.736458743117
LFP,lithium-ion,45.0,charge,2.0,70,2,2,2,39.9579103362187,44.6943690793342,57.505059505347305,4.73645874311545
LFP,lithium-ion,45.0,charge,2.0,80,2,2,2,39.8625453950847,44.34469762850335,57.854730956181506,4.4821522334186
LFP,lithium-ion,45.0,charge,2.0,90,2,2,2,39.8307570813711,44.153967746226996,58.45870891671245,4.32321066485585
LFP,lithium-ion,45.0,charge,2.0,100,2,2,2,39.862545395083,45.234770412443005,85.38341063093645,5.37222501736
LFP,lithium-ion,45.0,charge,3.0,0,1,1,1,45.2664683005536,55.0996336991761,84.4295925605839,9.8331653986225
LFP,lithium-ion,45.0,charge,3.0,10,2,2,2,40.75261835873435,45.56324985505915,53.5950971550908,4.81063149632475
LFP,lithium-ion,45.0,charge,3.0,20,2,2,2,40.498311847915595,45.37251997194575,54.3580166875484,4.8742081240301
LFP,lithium-ion,45.0,charge,3.0,30,2,2,2,40.32873391030645,45.11816827580135,53.8917341165559,4.7894343654948
LFP,lithium-ion,45.0,charge,3.0,40,2,2,2,40.22281312786315,44.96986799648275,53.8070192474402,4.7470548686195
LFP,lithium-ion,45.0,charge,3.0,50,2,2,2,40.243964903655254,45.0333990145849,54.65465101850395,4.789434110929649
LFP,lithium-ion,45.0,charge,3.0,60,2,2,2,40.1804287093937,45.160597879596295,56.4348531925693,4.9801691702025
LFP,lithium-ion,45.0,charge,3.0,70,2,2,2,39.904929989338,44.6943692764281,55.5871648231729,4.78943928709005
LFP,lithium-ion,45.0,charge,3.0,80,2,2,2,39.82016115239915,44.41887055637455,56.625583075683956,4.598709403975399
LFP,lithium-ion,45.0,charge,3.0,90,2,2,2,39.862545570867404,44.2705250917294,59.232224811576195,4.4079795208618995
LFP,lithium-ion,45.0,charge,3.0,100,2,1,0,39.7776567069107,45.0546368334227,,5.4675899826076
LFP,lithium-ion,45.0,discharge,1.0,0,1,1,1,44.7579462988771,54.9302068213487,101.7226052247214,10.1722605224716
LFP,lithium-ion,45.0,discharge,1.0,10,2,2,2,40.68904208988595,45.838748979390054,60.1434903391142,5.14970688950405
LFP,lithium-ion,45.0,discharge,1.0,20,2,2,2,40.3711589485616,45.5208658380623,59.6348773129953,5.14970688950065
LFP,lithium-ion,45.0,discharge,1.0,30,2,2,2,40.18042906376721,45.0122528119367,58.2361914911516,4.8318237481695006
LFP,lithium-ion,45.0,discharge,1.0,40,2,2,2,40.18042906376705,44.757946298880455,57.53684858023805,4.5775172351134
LFP,lithium-ion,45.0,discharge,1.0,50,2,2,2,40.11685243549545,44.6943696706089,57.4096953237018,4.5775172351134
LFP,lithium-ion,45.0,discharge,1.0,60,2,2,2,40.18042906376715,44.8850995554071,58.49049800421445,4.7046704916399
LFP,lithium-ion,45.0,discharge,1.0,70,2,2,2,39.671816037641555,44.31290990102,57.85473172156255,4.6410938633784005
LFP,lithium-ion,45.0,discharge,1.0,80,2,2,2,39.67181603764155,43.9950267596923,56.9010822975796,4.3232107220507
LFP,lithium-ion,45.0,discharge,1.0,90,2,2,2,39.608239409376644,43.740720246629394,56.138162758391104,4.1324808372526505
LFP,lithium-ion,45.0,discharge,1.0,100,2,2,2,39.926122550701,47.9367777121504,77.1184500859928,8.01065516144935
LFP,lithium-ion,45.0,discharge,2.0,0,1,1,1,43.995026177667604,53.5315202913257,99.5609985465711,9.5364941136581
LFP,lithium-ion,45.0,discharge,2.0,10,2,2,2,40.625464924175155,45.8069600592621,58.55407385784984,5.1814951350869
LFP,lithium-ion,45.0,discharge,2.0,20,2,2,2,40.3393701007681,45.3937119810058,58.01367252474265,5.0543418802377
LFP,lithium-ion,45.0,discharge,2.0,30,2,2,2,40.1168519047815,44.8533106478954,56.55141009398056,4.73645874311385
LFP,lithium-ion,45.0,discharge,2.0,40,2,2,2,39.92612202250685,44.471850883349305,55.4070308003424,4.5457288608424
LFP,lithium-ion,45.0,discharge,2.0,50,2,2,2,39.9579103362204,44.440062569639,55.0891476632217,4.4821522334186
LFP,lithium-ion,45.0,discharge,2.0,60,2,2,2,40.0532752773577,44.56721582448825,55.6613373100425,4.5139405471305
LFP,lithium-ion,45.0,discharge,2.0,70,2,2,2,39.640027199099606,44.153967746230244,55.69312562375435,4.5139405471306
LFP,lithium-ion,45.0,discharge,2.0,80,2,2,2,39.512873944250444,43.8042962953961,54.8348411535249,4.2914223511456004
LFP,lithium-ion,45.0,discharge,2.0,90,2,2,2,39.5446622579607,43.5817780994112,54.0083449970073,4.0371158414504
LFP,lithium-ion,45.0,discharge,2.0,100,2,2,2,39.67181551281,48.699696607071154,74.7661138510656,9.027881094261101
LFP,lithium-ion,45.0,discharge,3.0,0,1,1,1,43.2321064579315,52.3871407666696,97.1027018579634,9.1550343087381
LFP,lithium-ion,45.0,discharge,3.0,10,2,2,2,40.498311490738445,45.775171543691954,57.6428086105753,5.276860052953451
LFP,lithium-ion,45.0,discharge,3.0,20,2,2,2,40.2863894002582,45.266558526539,55.7778942143503,4.980169126280799
LFP,lithium-ion,45.0,discharge,3.0,30,2,2,2,40.05327510073005,44.736753300339345,54.485169462421695,4.683478199609251
LFP,lithium-ion,45.0,discharge,3.0,40,2,2,2,39.947314055491,44.39767795557205,53.48913563716575,4.45036390008105
LFP,lithium-ion,45.0,discharge,3.0,50,2,2,2,39.9896984735878,44.3764857465243,53.213636919542,4.3867872729365
LFP,lithium-ion,45.0,discharge,3.0,60,2,2,2,39.968506264538796,44.44006237366775,53.51032784621355,4.4715561091289
LFP,lithium-ion,45.0,discharge,3.0,70,2,2,2,39.629430919770506,44.07979481985165,53.7858265638384,4.450363900081101
LFP,lithium-ion,45.0,discharge,3.0,80,2,2,2,39.5234698745304,43.7407194750845,53.0017148290628,4.21724960055405
LFP,lithium-ion,45.0,discharge,3.0,90,2,2,2,39.4810854564347,43.52879738460415,52.387140766670754,4.0477119281694
LFP,lithium-ion,45.0,discharge,3.0,100,2,2,2,39.52346987453035,56.5831981581748,86.04036873490232,17.0597282836444
LTO,lithium-ion,5.0,charge,1.0,0,1,1,1,31.0282593382682,42.3459440968996,53.2821338636638,11.3176847586313
LTO,lithium-ion,5.0,charge,1.0,10,2,2,2,30.5831818477573,36.687101717580646,44.507749050794594,6.10391986982335
LTO,lithium-ion,5.0,charge,1.0,20,2,2,2,30.2652693545364,35.4790342433445,42.854604086047345,5.213764888808051
LTO,lithium-ion,5.0,charge,1.0,30,2,2,2,30.0745218586059,34.843209256903044,42.09161410232235,4.76868739829715
LTO,lithium-ion,5.0,charge,1.0,40,2,2,2,29.62944436809855,33.6351417826705,41.010711625373496,4.00569741457195
LTO,lithium-ion,5.0,charge,1.0,50,2,2,2,28.802871885726596,32.36349180979105,39.8026441511341,3.5606199240643504
LTO,lithium-ion,5.0,charge,1.0,60,2,2,2,28.29421189657555,31.473336828775746,39.16681916469935,3.1791249322002
LTO,lithium-ion,5.0,charge,1.0,70,2,2,2,27.78555190742105,30.901094340978,38.594576676901596,3.11554243355685
LTO,lithium-ion,5.0,charge,1.0,80,2,2,2,27.467639414200402,30.8375118423345,39.54831415656035,3.3698724281340997
LTO,lithium-ion,5.0,charge,1.0,90,2,2,2,27.27689191827315,31.0282593382681,40.56563413486565,3.7513674199948497
LTO,lithium-ion,5.0,charge,1.0,100,2,2,2,27.53122191284715,32.2999093111443,44.5713315494346,4.768687398297101
LTO,lithium-ion,5.0,charge,2.0,0,1,1,1,31.536918910229403,40.6292160960409,48.7677758148101,9.0922971858114
LTO,lithium-ion,5.0,charge,2.0,10,2,2,2,30.456016447580897,36.083067503136846,42.56848227903135,5.62705105555595
LTO,lithium-ion,5.0,charge,2.0,20,2,2,2,30.1063127096646,34.843208795979045,41.23324982516825,4.73689608631445
LTO,lithium-ion,5.0,charge,2.0,30,2,2,2,29.91556521625415,34.3027575646523,40.78817234054685,4.3871923483981
LTO,lithium-ion,5.0,charge,2.0,40,2,2,2,29.5340702294382,33.1264813553018,39.675478628998704,3.5924111258636002
LTO,lithium-ion,5.0,charge,2.0,50,2,2,2,28.6439152601968,31.72766640363655,38.4356199218426,3.0837511434397
LTO,lithium-ion,5.0,charge,2.0,60,2,2,2,28.1670465266774,31.028258927805503,37.9587511883199,2.861212401128
LTO,lithium-ion,5.0,charge,2.0,70,2,2,2,27.7537602909588,30.55139019428445,37.51367370370006,2.79762990332565
LTO,lithium-ion,5.0,charge,2.0,80,2,2,2,27.4040565530424,30.45601644758085,38.65815866415255,3.0519598945384
LTO,lithium-ion,5.0,charge,2.0,90,2,2,2,27.245100308534802,30.646763940989647,39.61189613119465,3.4016636324548006
LTO,lithium-ion,5.0,charge,2.0,100,2,1,1,27.562929551859302,30.9010939322024,40.5656335982385,3.4970373791601004
LTO,lithium-ion,5.0,charge,3.0,0,1,1,1,31.6216951556535,39.3787597849913,45.7370094811679,7.7570646293377
LTO,lithium-ion,5.0,charge,3.0,10,2,2,2,30.498404375996852,35.8817224520932,41.6465355099615,5.38331807609625
LTO,lithium-ion,5.0,charge,3.0,20,2,2,2,30.138103559879703,35.05514999159015,41.0319047059971,4.9170464317104
LTO,lithium-ion,5.0,charge,3.0,30,2,2,2,29.86257940637875,34.69484917547315,41.03190470599725,4.83226976909435
LTO,lithium-ion,5.0,charge,3.0,40,2,2,2,29.48108442460895,33.910665046279796,40.81996304945855,4.4295806216708
LTO,lithium-ion,5.0,charge,3.0,50,2,2,2,28.866453620644652,32.95692759185215,40.459662233340296,4.0904739712074
LTO,lithium-ion,5.0,charge,3.0,60,2,2,2,28.20943448537275,32.2787142909264,40.48085639899515,4.06927980555365
LTO,lithium-ion,5.0,charge,3.0,70,2,2,2,27.97629866318035,31.939607640464246,40.69279805553375,3.9633089772837993
LTO,lithium-ion,5.0,charge,3.0,80,2,2,1,27.4252503561773,31.854830977848096,36.7082949125962,4.4295806216707
LTO,lithium-ion,5.0,charge,3.0,90,2,2,1,27.3192795279074,32.087966800041706,38.319051502294805,4.7686872721342
LTO,lithium-ion,5.0,charge,3.0,100,2,1,0,27.567669651970952,34.0802183715087,,6.612579684023901
LTO,lithium-ion,5.0,discharge,1.0,0,1,1,1,32.2999084565847,44.634912867168396,67.9061067551745,12.3350044105836
LTO,lithium-ion,5.0,discharge,1.0,10,2,2,2,30.456016044691502,37.259343219599145,45.6522328185516,6.8033271749076
LTO,lithium-ion,5.0,discharge,1.0,20,2,2,2,30.201686056843098,35.79694578947695,43.3632629279297,5.5952597326338
LTO,lithium-ion,5.0,discharge,1.0,30,2,2,2,30.010938565955854,35.28828581378365,42.473107970465456,5.2773472478276995
LTO,lithium-ion,5.0,discharge,1.0,40,2,2,2,29.9473560689915,33.8894708806227,41.0742930373047,3.9421148116311504
LTO,lithium-ion,5.0,discharge,1.0,50,2,2,2,28.802871123685453,32.55423844442955,39.80264309806955,3.7513673207441
LTO,lithium-ion,5.0,discharge,1.0,60,2,2,2,28.3577936449534,31.600500990000647,38.91248814060499,3.2427073450472
LTO,lithium-ion,5.0,discharge,1.0,70,2,2,2,27.785551172291903,30.96467602038155,38.27666317098595,3.1791248480895997
LTO,lithium-ion,5.0,discharge,1.0,80,2,2,2,27.404056190524653,31.028258517346195,39.10323563148905,3.6242023268215005
LTO,lithium-ion,5.0,discharge,1.0,90,2,2,2,27.34047369355995,31.091841014304098,40.247720576801456,3.75136732074405
LTO,lithium-ion,5.0,discharge,1.0,100,2,2,2,28.0398811601438,32.236325959620046,42.34594297654305,4.196444799476249
LTO,lithium-ion,5.0,discharge,2.0,0,1,1,1,31.9819963948492,44.3805834664103,76.9348223414876,12.398587071561
LTO,lithium-ion,5.0,discharge,2.0,10,2,2,2,30.51959894538325,37.41829995699645,45.842980915878044,6.8987010116131495
LTO,lithium-ion,5.0,discharge,2.0,20,2,2,2,30.2334777052692,35.9559025075287,42.822812270240746,5.7224248022593995
LTO,lithium-ion,5.0,discharge,2.0,30,2,2,2,29.9791477140582,35.1929125338938,41.7419098075906,5.21376481983555
LTO,lithium-ion,5.0,discharge,2.0,40,2,2,2,29.7884002206494,33.7623063333289,40.247721109223356,3.9739061126794
LTO,lithium-ion,5.0,discharge,2.0,50,2,2,2,28.739289006902002,32.331700132765555,38.626367415249746,3.59241112586355
LTO,lithium-ion,5.0,discharge,2.0,60,2,2,2,28.2942115222822,31.50512766132825,37.8951686905159,3.2109161390460503
LTO,lithium-ion,5.0,discharge,2.0,70,2,2,2,27.849134037660548,30.9646764300014,37.3229262102912,3.1155423923408
LTO,lithium-ion,5.0,discharge,2.0,80,2,2,2,27.435847801943602,30.869302683299598,37.99054243722105,3.433454881356
LTO,lithium-ion,5.0,discharge,2.0,90,2,2,2,27.2768915574343,30.93288518110195,39.1032361487708,3.6559936236676
LTO,lithium-ion,5.0,discharge,2.0,100,2,2,2,28.10346402887335,32.140952639355156,40.6927985938449,4.03748861048175
LTO,lithium-ion,5.0,discharge,3.0,0,1,1,1,32.310107660895504,44.6784706489778,80.0806690568922,12.368362988082302
LTO,lithium-ion,5.0,discharge,3.0,10,2,2,2,31.1403330185857,37.851165327326854,48.50616269768165,6.7108323087411
LTO,lithium-ion,5.0,discharge,3.0,20,2,2,2,30.658090392303198,36.242984783295505,44.788871555538805,5.584894390992201
LTO,lithium-ion,5.0,discharge,3.0,30,2,2,2,30.55812645276725,35.49737950408585,43.4463621039303,4.939253051318549
LTO,lithium-ion,5.0,discharge,3.0,40,2,2,2,29.64943361504465,33.943174417208496,41.727627550521646,4.2937408021638
LTO,lithium-ion,5.0,discharge,3.0,50,2,2,2,29.20553069798005,32.7661467940727,40.18410010573885,3.5606160960926503
LTO,lithium-ion,5.0,discharge,3.0,60,2,2,2,28.2518228166814,31.6216951556546,39.10323563149015,3.3698723389731504
LTO,lithium-ion,5.0,discharge,3.0,70,2,2,2,27.82793950360195,31.049452682998897,38.107109845756,3.22151317939695
LTO,lithium-ion,5.0,discharge,3.0,80,2,2,2,27.48883285313855,30.8798993577667,38.107109845754955,3.3910665046281
LTO,lithium-ion,5.0,discharge,3.0,90,2,2,2,27.298085362253698,30.879899357767748,38.46741066187215,3.581813995514
LTO,lithium-ion,5.0,discharge,3.0,100,2,2,2,27.912716166218,32.4482676161576,40.18413807983935,4.5355514499395495
LTO,lithium-ion,15.0,charge,1.0,0,1,1,1,28.103464400641798,36.7506842162275,48.4498639667199,8.6472198155857
LTO,lithium-ion,15.0,charge,1.0,10,2,2,2,26.70464943047195,29.820191864028697,36.11485922978596,3.1155424335567
LTO,lithium-ion,15.0,charge,1.0,20,2,2,2,26.259571939967646,29.057201880300553,34.97037425419365,2.7976299403329
LTO,lithium-ion,15.0,charge,1.0,30,2,2,2,26.06882444403715,28.61212438979615,34.52529676368575,2.5432999457589
LTO,lithium-ion,15.0,charge,1.0,40,2,2,2,25.369416958952403,27.849134406071098,34.016636774534604,2.47971744711865
LTO,lithium-ion,15.0,charge,1.0,50,2,2,2,24.860756969801347,27.276891918270053,33.5079767853837,2.4161349484686503
LTO,lithium-ion,15.0,charge,1.0,60,2,2,2,24.2885144820068,26.704649430478746,33.06289929487935,2.4161349484719
LTO,lithium-ion,15.0,charge,1.0,70,2,2,2,23.907019490139202,26.5139019345416,33.06289929487595,2.6068824444024
LTO,lithium-ion,15.0,charge,1.0,80,2,2,2,23.6526894955618,26.450319435898,33.7623067799541,2.79762994033615
LTO,lithium-ion,15.0,charge,1.0,90,2,2,2,23.7798544928522,26.768231929118702,34.779626758263,2.98837743626645
LTO,lithium-ion,15.0,charge,1.0,100,2,2,2,23.77985449285545,27.59480441149385,37.83158669317635,3.81494991863835
LTO,lithium-ion,15.0,charge,2.0,0,1,1,1,28.167046526674,35.224703782796496,43.108933510353104,7.0576572561224005
LTO,lithium-ion,15.0,charge,2.0,10,2,2,2,26.545692832702102,29.53407022943825,34.779626298175046,2.9883773967360496
LTO,lithium-ion,15.0,charge,2.0,20,2,2,2,26.22778034368875,28.6757065090998,33.825888831133,2.447926165411
LTO,lithium-ion,15.0,charge,2.0,30,2,2,2,25.878076605773952,28.35779402008615,33.47618509321815,2.47971741431215
LTO,lithium-ion,15.0,charge,2.0,40,2,2,2,25.337625374445498,27.5630127975482,32.872151364089,2.2253874231026
LTO,lithium-ion,15.0,charge,2.0,50,2,2,2,24.7018003964185,26.8636053217189,32.4270738794691,2.16180492530035
LTO,lithium-ion,15.0,charge,2.0,60,2,2,2,24.288514160699798,26.41852783709745,32.172743888256406,2.1300136763976
LTO,lithium-ion,15.0,charge,2.0,70,2,2,2,23.87522792498115,26.1641978458863,31.98199639484925,2.2889699209050995
LTO,lithium-ion,15.0,charge,2.0,80,2,2,2,23.68448043157235,26.1959890947874,32.93573386189305,2.5115086632150003
LTO,lithium-ion,15.0,charge,2.0,90,2,2,2,23.5891066848705,26.291362841491,33.794097582233356,2.7022561566204
LTO,lithium-ion,15.0,charge,2.0,100,2,2,1,23.84343667607995,27.4358478019435,33.9530538267392,3.5924111258635
LTO,lithium-ion,15.0,charge,3.0,0,1,1,1,28.3154053136437,34.3769366906657,40.4384680676877,6.0615313770219
LTO,lithium-ion,15.0,charge,3.0,10,2,2,2,26.51390123305925,29.54466692157025,34.27096586239585,3.03076568851095
LTO,lithium-ion,15.0,charge,3.0,20,2,2,2,26.1536004169422,29.078395277184352,34.03783004020345,2.9247948602421503
LTO,lithium-ion,15.0,charge,3.0,30,2,2,2,26.005241257365903,28.93003611760705,34.270965862395904,2.92479486024105
LTO,lithium-ion,15.0,charge,3.0,40,2,2,2,25.4118046190541,28.378987810605,34.3557425250108,2.9671831915508
LTO,lithium-ion,15.0,charge,3.0,50,2,2,2,24.818367980745748,27.82793950360185,34.37693669066455,3.0095715228560502
LTO,lithium-ion,15.0,charge,3.0,60,2,2,2,24.352096336359903,27.4464445218321,34.6524608441667,3.09434818547215
LTO,lithium-ion,15.0,charge,3.0,70,2,2,2,23.97060135458795,27.23450286529235,34.94917916332145,3.2639015107044003
LTO,lithium-ion,15.0,charge,3.0,80,2,2,2,23.7374655323944,27.2768911965999,36.4539649247501,3.53942566420545
LTO,lithium-ion,15.0,charge,3.0,90,2,2,1,23.61030053847185,27.38286202486975,32.8509567635822,3.7725614863978496
LTO,lithium-ion,15.0,charge,3.0,100,2,1,0,23.948639963012553,28.781676958030697,,4.9594347630179
LTO,lithium-ion,15.0,discharge,1.0,0,1,1,1,28.8664536206436,37.7680031952926,66.76162180985851,8.9015495746489
LTO,lithium-ion,15.0,discharge,1.0,10,2,2,2,26.45031873609575,29.8837735720336,36.2420232682124,3.43345483593785
LTO,lithium-ion,15.0,discharge,1.0,20,2,2,2,26.3867362391376,28.930036117611248,34.77962583809345,2.5432998784736
LTO,lithium-ion,15.0,discharge,1.0,30,2,2,2,25.941658760399047,28.61212363279835,34.398130856319405,2.67046487239925
LTO,lithium-ion,15.0,discharge,1.0,40,2,2,2,25.3694162877477,27.849133669256553,33.76230588670015,2.4797173815087996
LTO,lithium-ion,15.0,discharge,1.0,50,2,2,2,24.797173815093,27.27689119660195,33.25364591100685,2.47971738150895
LTO,lithium-ion,15.0,discharge,1.0,60,2,2,2,24.352096336357704,26.768231220905403,32.93573342619735,2.4161348845477
LTO,lithium-ion,15.0,discharge,1.0,70,2,2,2,23.8434363606675,26.45031873609575,32.6814034383521,2.60688237542825
LTO,lithium-ion,15.0,discharge,1.0,80,2,2,2,23.779853863703,26.5139012330603,33.57155839581635,2.7340473693572998
LTO,lithium-ion,15.0,discharge,1.0,90,2,2,2,23.52552387585785,26.7046487239474,34.52529585024521,3.17912484808945
LTO,lithium-ion,15.0,discharge,1.0,100,2,2,2,23.970601354583398,27.6583861783695,36.4963532560542,3.687784823786
LTO,lithium-ion,15.0,discharge,2.0,0,1,1,1,28.357794020087802,37.0685962190818,85.8999545316943,8.7108021989939
LTO,lithium-ion,15.0,discharge,2.0,10,2,2,2,26.545692832702,29.85198271845335,35.89232000972635,3.3062898857513
LTO,lithium-ion,15.0,discharge,2.0,20,2,2,2,26.386736588194548,28.961827749212002,34.2391750668515,2.5750911610174
LTO,lithium-ion,15.0,discharge,2.0,30,2,2,2,25.8780766057722,28.51675026459205,33.63514133772405,2.6386736588197497
LTO,lithium-ion,15.0,discharge,2.0,40,2,2,2,25.369416623350002,27.7855515398599,33.0311076085983,2.4161349165098502
LTO,lithium-ion,15.0,discharge,2.0,50,2,2,2,24.7335916453197,27.054352815124297,32.3952826305679,2.3207611698046002
LTO,lithium-ion,15.0,discharge,2.0,60,2,2,2,24.2885141606999,26.6410665794074,32.04557889265169,2.3525524187075
LTO,lithium-ion,15.0,discharge,2.0,70,2,2,2,23.97060167168635,26.354945339295,31.918413897045195,2.3843436676086
LTO,lithium-ion,15.0,discharge,2.0,80,2,2,2,23.716271680475298,26.386736588194502,32.5224476261727,2.67046490771915
LTO,lithium-ion,15.0,discharge,2.0,90,2,2,2,23.493732938165298,26.4503190860003,33.53976759102065,2.9565861478349
