model,fit_success,residual_nrmse,near_parameter_bound,elite_parameter_cv,n_parameters,n_starting_points,n_successful_fits,rs_ohm,rct_ohm,q_s_alpha_per_ohm,warburg_sigma_ohm_s_minus_half,alpha,member_path,file_name,cell_id,cell_family,chemistry_type,temperature_deg_c,voltage_v,rct2_ohm,q2_s_alpha_per_ohm,alpha1,alpha2,fit_reliable
two_arc_cpe,True,0.09787883626111768,True,0.5528402526689249,7,8,8,0.009801493916894092,0.006541134870629813,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4037mV_25gradC_EIS.csv,20231113_TC23NMC04_4037mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.037,0.01249164252258245,0.500033505277312,0.30000000000000004,0.8212403664684085,False
two_arc_cpe_warburg,True,0.0921258471181819,True,0.46891436956554,8,10,10,0.010140754985720266,0.006301659223612417,1.000000000000002e-08,0.0023836203621592843,0.30000000000000004,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4037mV_25gradC_EIS.csv,20231113_TC23NMC04_4037mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.037,0.010829475203516448,0.269693676219494,0.30000000000000004,0.9075826397738849,False
randles_cpe,True,0.09908088912394332,True,0.00022492216120669658,4,6,6,0.01622460654485943,0.012670345237675467,0.5402969957342996,,0.8102387181400158,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4078mV_24gradC_EIS.csv,20231113_TC23NMC04_4078mV_24gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,24.0,4.078,,,,,False
randles_cpe_warburg,True,0.09241265095629823,True,0.00014625116721250311,5,8,8,0.01633819055471809,0.010832492118018542,0.2720713694310572,0.0026174405545160867,0.9060698378001383,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4078mV_24gradC_EIS.csv,20231113_TC23NMC04_4078mV_24gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,24.0,4.078,,,,,False
two_arc_cpe,True,0.0990808891436986,True,0.5919983825382312,7,8,8,0.01226740833137235,0.003957196382454953,1.000000000000002e-08,,0.30000000000000004,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4078mV_24gradC_EIS.csv,20231113_TC23NMC04_4078mV_24gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,24.0,4.078,0.012670357640984047,0.5403043656292126,0.30000000000000004,0.8102369897884306,False
two_arc_cpe_warburg,True,0.0924126509803845,True,0.74912069291911,8,10,10,0.012634845484732721,0.0037031468697751057,1.2110952648975114e-08,0.0026173498070711067,0.3112821210018793,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4078mV_24gradC_EIS.csv,20231113_TC23NMC04_4078mV_24gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,24.0,4.078,0.010832852731498427,0.2721762875498816,0.3112821210018793,0.9060023229346591,False
randles_cpe,True,0.10513210472507023,True,0.0002167948159150056,4,6,6,0.01573518947531448,0.01836203636560131,2.5236936065234676,,0.5956863889820132,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4240mV_25gradC_EIS.csv,20231113_TC23NMC04_4240mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.24,,,,,False
randles_cpe_warburg,True,0.09421170719924711,True,0.00037844834704908194,5,8,8,0.01616290291373619,0.013198888418381474,0.5847952155283702,0.004496493270003971,0.8050070115723341,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4240mV_25gradC_EIS.csv,20231113_TC23NMC04_4240mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.24,,,,,False
two_arc_cpe,True,0.10513210473751519,True,42.76171113543072,7,8,8,0.015628264094429786,0.00010711726019780547,1.000000000000002e-08,,0.5957168890854567,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4240mV_25gradC_EIS.csv,20231113_TC23NMC04_4240mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.24,0.018361567267064522,2.52331801178047,0.9726677360442043,0.5957168890854567,False
two_arc_cpe_warburg,True,0.09421170724701042,True,0.7993919426768327,8,10,10,0.012969921366624308,0.003193230766504571,2.2239175564078575e-08,0.004496607128757821,0.30000000000000004,raw_EIS_plotting/TC23NMC04/auxiliary/20231113_TC23NMC04_4240mV_25gradC_EIS.csv,20231113_TC23NMC04_4240mV_25gradC_EIS.csv,TC23NMC04,NMC,lithium-ion,25.0,4.24,0.013198427844316508,0.5846080200954746,0.30000000000000004,0.805069273481823,False
randles_cpe,True,0.07456540684029192,False,6.68257797430994e-05,4,6,6,0.01892930014587765,0.21170056166150403,1.039068236253114,,0.604104238936165,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2099mV_25gradC_EIS.csv,20231113_TC23SIB03_2099mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.099,,,,,False
randles_cpe_warburg,True,0.07174041486917815,False,3.0195429074825605e-05,5,8,8,0.019211424066691855,0.17815351703308402,0.9090973489396844,0.01725957685107644,0.6350249897538566,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2099mV_25gradC_EIS.csv,20231113_TC23SIB03_2099mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.099,,,,,False
two_arc_cpe,True,0.07456540684155848,True,0.10986062453971801,7,8,8,0.018828157814990126,0.00010114776733317378,1.000000000001139e-08,,0.300000000001117,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2099mV_25gradC_EIS.csv,20231113_TC23SIB03_2099mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.099,0.21170028079571246,1.0390651716641806,0.300000000001117,0.6041047258508973,False
two_arc_cpe_warburg,True,0.07174041488216122,True,1.110055641264497,8,10,10,0.01585049707499862,0.0033609285345000788,1.000000000000002e-08,0.017259661422236127,0.30000000004737404,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2099mV_25gradC_EIS.csv,20231113_TC23SIB03_2099mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.099,0.17815329862207024,0.9090959478709875,0.30000000004737404,0.6350252571063062,False
randles_cpe,True,0.07113531933711323,False,1.1336464289118107e-05,4,6,6,0.019051086930550545,0.1182735172755801,0.7516436336660387,,0.6606686214436929,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2274mV_25gradC_EIS.csv,20231113_TC23SIB03_2274mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.274,,,,,False
randles_cpe_warburg,True,0.06940497809984171,False,7.504471486211923e-06,5,8,8,0.019214294614278565,0.10930681272391476,0.6711137483893844,0.006589966596982147,0.6824810797095273,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2274mV_25gradC_EIS.csv,20231113_TC23SIB03_2274mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.274,,,,,False
two_arc_cpe,True,0.07113531933938323,True,50.568033963459825,7,8,8,0.01895073025629639,0.00010034731912029679,1.0000000000002331e-08,,0.30000000000000004,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2274mV_25gradC_EIS.csv,20231113_TC23SIB03_2274mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.274,0.1182733721464555,0.7516414092307004,0.30000000000000004,0.6606686858369939,False
two_arc_cpe_warburg,True,0.06940497811551713,True,0.7395576649966561,8,10,10,0.015379789343595341,0.0038345038066932703,1.0000000000000103e-08,0.006589962902606805,0.30000000000000004,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2274mV_25gradC_EIS.csv,20231113_TC23SIB03_2274mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.274,0.10930682311694817,0.6711140529004624,0.30000000000000004,0.6824809760988123,False
randles_cpe,True,0.07071321315360497,False,3.506440673276732e-06,4,6,6,0.01905507941202741,0.07068076276883328,0.4221436431778047,,0.7499325450336991,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2652mV_25gradC_EIS.csv,20231113_TC23SIB03_2652mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.652,,,,,False
randles_cpe_warburg,True,0.07046508225546784,False,9.694383884746605e-06,5,8,8,0.019094137315957476,0.06931371772000153,0.4050962151344597,0.0013992226316026308,0.7571694235856792,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2652mV_25gradC_EIS.csv,20231113_TC23SIB03_2652mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.652,,,,,False
two_arc_cpe,True,0.07071321315896577,True,1.771821807245682,7,8,8,0.016732997361500447,0.0023220883203734937,1.000000000000002e-08,,0.30000000077222005,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2652mV_25gradC_EIS.csv,20231113_TC23SIB03_2652mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.652,0.07068073641961846,0.42214220869686103,0.30000000077222005,0.7499331870173866,False
two_arc_cpe_warburg,True,0.07046508226944714,True,0.9490103252831594,8,10,10,0.015317485868422354,0.0037766522713540496,1.000000000000002e-08,0.0013992252757553754,0.30000000001734645,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2652mV_25gradC_EIS.csv,20231113_TC23SIB03_2652mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.652,0.06931371143158697,0.4050959919147128,0.30000000001734645,0.7571695223216138,False
randles_cpe,True,0.07084252357664045,False,2.458520260812942e-06,4,6,6,0.019213200824076404,0.07103536307012397,0.37586133040677133,,0.7655693664087635,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2783mV_25gradC_EIS.csv,20231113_TC23SIB03_2783mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.783,,,,,False
randles_cpe_warburg,True,0.07077170611157825,False,6.540803575023159e-06,5,8,8,0.01923285432020858,0.07032662430473137,0.36793777587373455,0.0007487613251676568,0.7693265888377777,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2783mV_25gradC_EIS.csv,20231113_TC23SIB03_2783mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.783,,,,,False
two_arc_cpe,True,0.07084252358391203,True,39.82167722969906,7,8,8,0.019113203400886444,0.00010000068024329932,3.481732312371678e-06,,0.35460997022154045,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2783mV_25gradC_EIS.csv,20231113_TC23SIB03_2783mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.783,0.07103535421546597,0.37586089990704435,0.35460997022154045,0.7655695749316496,False
two_arc_cpe_warburg,True,0.07077170612481941,True,0.972172003263997,8,10,10,0.01553878345034655,0.003694071071461076,1.000000000000002e-08,0.000748761429401099,0.30000000000127053,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2783mV_25gradC_EIS.csv,20231113_TC23SIB03_2783mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,2.783,0.07032662319579636,0.36793772685284276,0.30000000000127053,0.7693266124460197,False
randles_cpe,True,0.0690886866032155,False,1.4466555899788527e-06,4,6,6,0.01938519625720391,0.07112766383918197,0.3781615861175959,,0.7645605241530463,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2903mV_27gradC_EIS.csv,20231113_TC23SIB03_2903mV_27gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,27.0,2.903,,,,,False
randles_cpe_warburg,True,0.06888902812270943,False,5.28003293652359e-06,5,8,8,0.01941875002839712,0.06994192266752018,0.3647648318191438,0.0012581634114884033,0.7709255088072476,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2903mV_27gradC_EIS.csv,20231113_TC23SIB03_2903mV_27gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,27.0,2.903,,,,,False
two_arc_cpe,True,0.06908868661295746,True,39.57978894822864,7,8,8,0.01928519597227724,0.0001000002625433714,4.62141506347183e-06,,0.3550413867028696,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2903mV_27gradC_EIS.csv,20231113_TC23SIB03_2903mV_27gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,27.0,2.903,0.07112766640693058,0.37816170925307985,0.3550413867028696,0.7645604650383672,False
two_arc_cpe_warburg,True,0.0688890281297697,True,32.74536906271791,8,10,10,0.019318753150743176,0.00010000215140401173,3.330534132896488e-06,0.0012581660691267586,0.3554564379496543,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_2903mV_27gradC_EIS.csv,20231113_TC23SIB03_2903mV_27gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,27.0,2.903,0.06994191580581899,0.3647645943633149,0.3554564379496543,0.7709256254137057,False
randles_cpe,True,0.06839379129072039,False,2.004461227440714e-06,4,6,6,0.01931498062531612,0.07397583125539825,0.378732697558062,,0.7647503526003803,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3082mV_26gradC_EIS.csv,20231113_TC23SIB03_3082mV_26gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,26.0,3.082,,,,,False
randles_cpe_warburg,True,0.06828367418554675,False,2.477674794723842e-06,5,8,8,0.01933956422339524,0.07306199555261861,0.3690162024277443,0.0009573988193907495,0.7693812640836256,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3082mV_26gradC_EIS.csv,20231113_TC23SIB03_3082mV_26gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,26.0,3.082,,,,,False
two_arc_cpe,True,0.06839379129113644,True,45.59030054540481,7,8,8,0.01921497223856261,0.0001000137062921536,1.000000000000274e-08,,0.3000083545764532,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3082mV_26gradC_EIS.csv,20231113_TC23SIB03_3082mV_26gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,26.0,3.082,0.0739758044089934,0.3787314032346235,0.3000083545764532,0.7647509641690861,False
two_arc_cpe_warburg,True,0.0682836741994002,True,36.2155875278718,8,10,10,0.019239585866600833,0.00010000032791323285,4.789732454745774e-06,0.0009574742367882946,0.35076445374455817,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3082mV_26gradC_EIS.csv,20231113_TC23SIB03_3082mV_26gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,26.0,3.082,0.0730618197770727,0.369010719952028,0.35076445374455817,0.7693839160754361,False
randles_cpe,True,0.07031648094664812,False,1.332735521625777e-06,4,6,6,0.018959500487920136,0.07043967257108712,0.3827033328556487,,0.765858972434042,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3276mV_25gradC_EIS.csv,20231113_TC23SIB03_3276mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.276,,,,,False
randles_cpe_warburg,True,0.07016559865244511,False,5.519151508241509e-06,5,8,8,0.018988002731161205,0.06941239483601692,0.3709034207698293,0.001087486161008877,0.7713967749646842,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3276mV_25gradC_EIS.csv,20231113_TC23SIB03_3276mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.276,,,,,False
two_arc_cpe,True,0.0703164809581465,True,38.42357275716677,7,8,8,0.01885950732824558,0.00010000845125718171,5.494331868235222e-06,,0.34655580880846626,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3276mV_25gradC_EIS.csv,20231113_TC23SIB03_3276mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.276,0.07043967975072625,0.38270369593440184,0.34655580880846626,0.765858797031067,False
two_arc_cpe_warburg,True,0.07016559866445889,True,1.01991174740637,8,10,10,0.015497721879252427,0.003490281007903607,1.000000000000002e-08,0.001087486371993449,0.3000000000255379,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3276mV_25gradC_EIS.csv,20231113_TC23SIB03_3276mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.276,0.0694123940377761,0.3709033871583292,0.3000000000255379,0.7713967920322041,False
randles_cpe,True,0.07072379633479578,False,1.5428541715982187e-06,4,6,6,0.019025479944543452,0.06942399070168127,0.3835641231339532,,0.7672947254518897,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3459mV_25gradC_EIS.csv,20231113_TC23SIB03_3459mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.459,,,,,False
randles_cpe_warburg,True,0.07058380753348889,False,4.177509374070691e-06,5,8,8,0.0190529130158871,0.0684439263297747,0.37204944477489343,0.0010400644245735946,0.7726838557133776,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3459mV_25gradC_EIS.csv,20231113_TC23SIB03_3459mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.459,,,,,False
two_arc_cpe,True,0.0707237963348334,True,46.57432185351285,7,8,8,0.018925435921133098,0.00010004451801993997,1.0000000002497341e-08,,0.30000000000000004,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3459mV_25gradC_EIS.csv,20231113_TC23SIB03_3459mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.459,0.06942398511107184,0.3835638914540424,0.30000000000000004,0.7672948157409567,False
two_arc_cpe_warburg,True,0.07058380753889062,True,9.35196724414214,8,10,10,0.018676205663792016,0.00037670725937884533,4.385693520432762e-08,0.0010400638469210933,0.46023228019252854,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3459mV_25gradC_EIS.csv,20231113_TC23SIB03_3459mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.459,0.06844392752014276,0.37204947945831146,0.46023228019252854,0.7726838406577312,False
randles_cpe,True,0.0700532042169818,False,3.6793972232027412e-06,4,6,6,0.018891817329712336,0.07517936638835593,0.38350228313908513,,0.7663977862077829,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3639mV_25gradC_EIS.csv,20231113_TC23SIB03_3639mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.639,,,,,False
randles_cpe_warburg,True,0.06992849915621069,False,2.143119602480387e-06,5,8,8,0.018917370392850685,0.074177028250839,0.3730998166154425,0.0010473877389271182,0.7713413153935541,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3639mV_25gradC_EIS.csv,20231113_TC23SIB03_3639mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.639,,,,,False
two_arc_cpe,True,0.07005320424048068,True,37.91666732442285,7,8,8,0.018791816711315367,0.00010000000647563529,1.0435249929287162e-05,,0.3580824851681277,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3639mV_25gradC_EIS.csv,20231113_TC23SIB03_3639mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.639,0.07517936921149646,0.3835024139078907,0.3580824851681277,0.7663977220855328,False
two_arc_cpe_warburg,True,0.06992849915625873,True,21.090232510574115,8,10,10,0.018742134743319,0.00017523664796016876,1.0996017244655253e-08,0.0010473916854038543,0.30964422444762146,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_3639mV_25gradC_EIS.csv,20231113_TC23SIB03_3639mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,3.639,0.07417701889765949,0.37309953149396385,0.30964422444762146,0.7713414497123195,False
randles_cpe,True,0.08790498610899457,False,0.00011663535978569131,4,6,6,0.01786612686178523,0.026463335648014178,1.321494652850113,,0.6287619542022487,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_4083mV_25gradC_EIS.csv,20231113_TC23SIB03_4083mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,4.083,,,,,False
randles_cpe_warburg,True,0.07676750053310316,False,7.798444915425878e-05,5,8,8,0.018336733161340355,0.020862185441732947,0.5364951349116208,0.00549624217315195,0.7622545415135035,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_4083mV_25gradC_EIS.csv,20231113_TC23SIB03_4083mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,4.083,,,,,False
two_arc_cpe,True,0.08790498612914434,True,0.9588117499217086,7,8,8,0.014372398529041482,0.0034937894677216533,2.0675611006028626e-08,,0.3007589383133789,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_4083mV_25gradC_EIS.csv,20231113_TC23SIB03_4083mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,4.083,0.026463197396618756,1.321447833119728,0.3007589383133789,0.6287690863657391,False
two_arc_cpe_warburg,True,0.07676750055628623,True,0.8541775170596343,8,10,10,0.014975704132063962,0.003361143043438819,1.0838934560132256e-08,0.0054963079681948634,0.30005936897161345,raw_EIS_plotting/TC23SIB03/auxiliary/20231113_TC23SIB03_4083mV_25gradC_EIS.csv,20231113_TC23SIB03_4083mV_25gradC_EIS.csv,TC23SIB03,SIB,sodium-ion,25.0,4.083,0.020861948475475386,0.5364427724062415,0.30005936897161345,0.762273364624118,False
