family,temperature_deg_c,step_id,duration_s,charge_ah,final_current_a,final_voltage_v,frac_at_voltage_limit
SIB,5,89,3600.0,0.8759083862394903,0.162422962439346,4.1000380274233,0.5573770491803278
SIB,25,89,23086.409349999944,1.0229534980218526,0.0733361558626305,4.1000380274233,0.9948253557567918
LFP,5,89,2963.8149733335013,0.10051729229970995,0.0300144188796806,3.64999532395658,0.8921568627450981
LFP,25,89,210.92261400003918,0.011326660672112309,0.029925478154653,3.64999532395658,0.45454545454545453
NMC,5,89,3599.9999993332312,0.36138493978059694,0.0485498968868858,4.24991273020544,0.9754098360655737
NMC,25,89,1138.2430146666884,0.08225689463138905,0.0297696001377147,4.24991273020544,0.9512195121951219
LTO,5,89,1784.966611666663,0.15261147418508228,0.029994402687935,2.70003037445755,0.9523809523809523
LTO,25,89,896.1104260000866,0.07133215935752087,0.0298343099903776,2.70003037445755,0.9393939393939394
