cell_id,cell_family,chemistry_type,temperature_deg_c,direction,smoothing_window_segments,capacity_window,window_lower_fraction,window_upper_fraction,window_width_fraction,n_points,ocv_slope_penalty_v,mean_abs_dv_dcapacity_fraction_v,median_abs_dv_dcapacity_fraction_v,max_abs_dv_dcapacity_fraction_v,mean_dv_dcapacity_fraction_v,voltage_span_v,mean_smoothed_ocv_v,ocv_slope_penalty_vs_25c
TC23SIB09,SIB,sodium-ion,5.0,charge,5,central_20_80,0.2,0.8,0.6000000000000001,63,0.6318718098086702,1.0690287529904476,1.1679943810538873,1.2441270092824368,1.0690287529904476,0.6318053852673247,3.1396776816088203,0.7244664047803748
TC23SIB09,SIB,sodium-ion,15.0,charge,5,central_20_80,0.2,0.8,0.6000000000000001,56,0.8630323933470815,1.4605997157185324,1.5846123932374923,1.7701037047072532,1.4605997157185324,0.8625935093294581,3.197000992668272,0.9895012968001903
TC23SIB09,SIB,sodium-ion,25.0,charge,5,central_20_80,0.2,0.8,0.6000000000000001,48,0.8721892494107093,1.5089231623772985,1.6469328938464045,1.9109675161186601,1.5089231623772985,0.8713701741003397,3.1557770164105903,1.0
TC23SIB09,SIB,sodium-ion,35.0,charge,5,central_20_80,0.2,0.8,0.6000000000000001,52,0.8971852539378703,1.5295799065014775,1.7138286194896466,1.9071966602937493,1.5295799065014775,0.8963645889913279,3.1319484204799712,1.0286589229849479
TC23SIB09,SIB,sodium-ion,45.0,charge,5,central_20_80,0.2,0.8,0.6000000000000001,54,0.9409061753567538,1.6013546607065905,1.7445546819670739,2.334201475846882,1.6013546607065905,0.9399807969614042,3.130427153662938,1.0787867151452197
TC23SIB09,SIB,sodium-ion,5.0,discharge,5,central_20_80,0.2,0.8,0.6000000000000001,53,0.9106742132951421,1.5468131923584045,1.6298802550236644,1.7364934762731252,-1.5468131923584045,-0.9102927743885982,3.1610464952195008,0.9655297412494462
TC23SIB09,SIB,sodium-ion,15.0,discharge,5,central_20_80,0.2,0.8,0.6000000000000001,54,0.8908592015296345,1.5116463549668064,1.692464985918761,1.8648832767485999,-1.5116463549668064,-0.8902209236517118,3.1249647044939444,0.9445211490399678
TC23SIB09,SIB,sodium-ion,25.0,discharge,5,central_20_80,0.2,0.8,0.6000000000000001,54,0.943186081577023,1.5862814315675522,1.7562106787693352,2.0533254839111805,-1.5862814315675522,-0.9421177240360556,3.1396560781321594,1.0
TC23SIB09,SIB,sodium-ion,35.0,discharge,5,central_20_80,0.2,0.8,0.6000000000000001,57,0.9362318791442201,1.5907980650636255,1.8337514172961846,2.180234831788624,-1.5907980650636255,-0.9352108704554922,3.115049877610517,0.9926269030378657
TC23SIB09,SIB,sodium-ion,45.0,discharge,5,central_20_80,0.2,0.8,0.6000000000000001,59,0.9597287752395546,1.6392665136697608,1.8173592874088627,2.552761515025793,-1.6392665136697608,-0.9586789088645844,3.113654738642672,1.0175391621925463
