member_path,file_name,cell_id,cell_family,chemistry_type,temperature_deg_c,voltage_v,pulse_set,pulse_block_index,nominal_soc_percent,segment_index,step_id,nominal_c_rate,pulse_direction,duration_s,complete_1s,complete_10s,n_points,current_median_a,current_mean_a,pre_voltage_v,pulse_voltage_fast_v,pulse_voltage_100ms_v,pulse_voltage_1s_v,pulse_voltage_10s_v,pulse_voltage_end_v,relax_voltage_60s_v,relax_voltage_end_v,temperature_mean_deg_c,capacity_delta_ah,r_fast_ohm,r_100ms_ohm,r_1s_ohm,r_10s_ohm,r_end_ohm,polarization_1s_minus_fast_ohm,polarization_end_minus_fast_ohm,relaxation_60s_ohm,relaxation_end_ohm
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,1,90,54,44,-1.0,discharge,9.999999666717486,True,True,1002,-1.49999898024955,-1.4985036948929227,3.32117722610942,3.12548849734423,3.07780605856129,3.04652637871968,3.00685458965227,3.00685458965227,3.30858906227072,3.30858906227072,5.522498003992015,-0.0041666631395145485,0.13045924120070665,0.16224755533343188,0.18310068940450028,0.20954856676293038,0.20954856676293038,0.05264144820379363,0.07908932556222373,0.2011564518318884,0.2011564518318884
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,1,90,58,48,1.0,charge,10.000002666609362,True,True,1002,1.49999898024955,1.498500142226106,3.32079576659915,3.51953617144645,3.57923458480269,3.62233950946247,3.68718762620727,3.68718762620727,3.33204882215193,3.33204882215193,5.529919870259481,0.004166668976117352,0.13249369330520228,0.17229266259937348,0.20102929857535867,0.2442614057958656,0.2442614057958656,0.0685356052701564,0.11176771249066333,0.23675936366053832,0.23675936366053832
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,2,80,64,28,-3.0,discharge,10.000005666472134,True,True,1002,-4.49999702012457,-4.49551125067902,3.3186977392927,2.84473429779027,2.79247434488417,2.73220374226253,2.67193313964089,2.67193313964089,3.28017032875609,3.28017032875609,5.532714610778443,-0.01250000901331069,0.1053252789685869,0.11693860952689322,0.13033208564523335,0.1437255617635734,0.1437255617635734,0.025006806676646454,0.0384002827949865,0.1351639093081805,0.1351639093081805
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,2,80,68,32,3.0,charge,0.1350986666366225,False,False,16,4.50020407222741,4.21860371949764,3.31240365737336,3.80029037100041,3.87028819113377,,,3.87944321938009,3.31392949541441,3.31392949541441,5.55087,0.00016887719322264654,0.10841435317078114,0.12396871893062418,,,0.12600307739512565,,0.0175887242243445,0.12566401765104282,0.12566401765104282
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,2,80,72,36,-2.0,discharge,9.99999933334766,True,True,1002,-2.99999800018706,-2.9970082226785464,3.31793482027218,2.96985301715671,2.91892817253653,2.86933843620227,2.81231023941787,2.81231023941787,3.28760878920623,3.28760878920623,5.531233742514971,-0.008333333775353242,0.11602734504948542,0.13300230457179324,0.14953222770213143,0.16854163930202043,0.16854163930202043,0.033504882652646006,0.05251429425253501,0.1584329555415448,0.1584329555415448
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,2,80,76,40,2.0,charge,0.15566266656969674,False,False,18,3.00001601852225,2.8330358685168524,3.31469241443494,3.67326435408265,3.73811247082745,,,3.75070063466615,3.31583679296573,3.31583679296573,5.536829999999999,0.00012971392679475137,0.11952334168680054,0.14113926518335007,,,0.14533529739150497,,0.02581195570470443,0.1449538399180367,0.1449538399180367
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,2,80,80,44,-1.0,discharge,9.999999332998414,True,True,1002,-1.49999898024955,-1.4985054836238687,3.3186977392927,3.12358119979291,3.07265635517273,3.03775280998361,2.99274058777252,2.99274058777252,3.30134133157571,3.30134133157571,5.521437335329341,-0.004166665884251767,0.13007778143111093,0.16402770092486124,0.18729674687002126,0.21730491541131036,0.21730491541131036,0.057218965438910335,0.08722713398019943,0.2057339690669983,0.2057339690669983
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,2,80,84,48,1.0,charge,10.00000000007276,True,True,1002,1.49999898024955,1.4984991894377337,3.31774409051705,3.51648449536434,3.5780902062719,3.62443753676892,3.69233732959583,3.69233732959583,3.33243028166219,3.33243028166219,5.538760149700599,0.004166665616605899,0.13249369330519548,0.17356419516467736,0.20446243650168763,0.24972899582669048,0.24972899582669048,0.07196874319649216,0.117235302521495,0.2399381950738149,0.2399381950738149
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,3,70,90,28,-3.0,discharge,9.999999332998414,True,True,1002,-4.49999702012457,-4.495509499497165,3.29828965549361,2.82108380815393,2.76729801720677,2.70225917070684,2.63798324322744,2.63798324322744,3.26624705663147,3.26624705663147,5.520649061876248,-0.012499997391224432,0.10604581407622136,0.117998219979297,0.13245130655003648,0.1467348554483912,0.1467348554483912,0.026405492473815115,0.040689041372169846,0.13961427320826053,0.13961427320826053
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,3,70,94,32,3.0,charge,0.1354026668559527,False,False,16,4.50002400793939,4.218453666751124,3.29256776283965,3.78598563936553,3.85770002729507,,,3.86723651505166,3.29371214137044,3.29371214137044,5.54385,0.00016925003224736948,0.10964783202386097,0.1255842776523764,,,0.12770348584765817,,0.018055653823797202,0.12744918086422458,0.12744918086422458
raw_CU_diffT/TC23LFP09/TC23LFP09_05deg.parquet,TC23LFP09_05deg.parquet,TC23LFP09,LFP,lithium-ion,5.0,,discharge_sweep,3,70,98,36,-2.0,discharge,9.999999333376763,True,True,1002,-2.99999800018706,-2.997009244465353,3.29676381745255,2.94505814898958,2.89394257461426,2.84244554072869,2.78217493810705,2.78217493810705,3.27235040879569,3.27235040879569,5.510837245508982,-0.008333336714795973,0.11723530097054724,0.13427383712028226,0.15143952652486162,0.171529740790965,0.171529740790965,0.03420422555431438,0.05429443982041776,0.16339193248064693,0.16339193248064693
